iter	Passed	Remaining
1871	925	1546
1872	925	1545
1873	926	1544
1874	926	1544
1875	927	1543
1876	927	1543
1877	927	1542
1878	928	1541
1879	928	1541
1880	929	1541
1881	929	1540
1882	930	1540
1883	930	1539
1884	931	1539
1885	932	1538
1886	932	1538
1887	933	1538
1888	933	1537
1889	934	1537
1890	934	1536
1891	935	1536
1892	935	1535
1893	936	1535
1894	936	1534
1895	937	1534
1896	937	1534
1897	938	1533
1898	938	1533
1899	939	1532
1900	940	1532
1901	940	1532
1902	941	1531
1903	941	1531
1904	942	1530
1905	942	1529
1906	943	1529
1907	943	1529
1908	944	1529
1909	944	1528
1910	945	1528
1911	945	1527
1912	946	1527
1913	947	1526
1914	947	1526
1915	948	1526
1916	948	1525
1917	949	1525
1918	949	1524
1919	950	1524
1920	950	1523
1921	951	1523
1922	951	1522
1923	952	1522
1924	953	1522
1925	953	1521
1926	953	1521
1927	954	1520
1928	954	1520
1929	955	1519
1930	956	1519
1931	956	1518
1932	957	1518
1933	957	1517
1934	957	1517
1935	958	1516
1936	959	1516
1937	959	1516
1938	960	1515
1939	960	1515
1940	961	1514
1941	961	1514
1942	962	1513
1943	962	1513
1944	963	1512
1945	963	1512
1946	964	1511
1947	964	1510
1948	964	1510
1949	965	1509
1950	965	1509
1951	966	1508
1952	966	1508
1953	967	1507
1954	967	1507
1955	968	1506
1956	968	1505
1957	969	1505
1958	969	1504
1959	969	1504
1960	970	1503
1961	970	1503
1962	971	1502
1963	971	1502
1964	972	1501
1965	972	1501
1966	973	1500
1967	973	1500
1968	974	1499
1969	974	1499
1970	975	1498
1971	975	1498
1972	976	1497
1973	976	1497
1974	977	1496
1975	977	1496
1976	978	1495
1977	978	1495
1978	979	1494
1979	979	1493
1980	979	1493
1981	980	1492
1982	980	1492
1983	981	1491
1984	981	1491
1985	982	1490
1986	982	1489
1987	983	1489
1988	983	1488
1989	984	1488
1990	984	1487
1991	985	1487
1992	985	1486
1993	985	1486
1994	986	1485
1995	986	1485
1996	987	1484
1997	987	1484
1998	988	1483
1999	988	1483
2000	989	1482
2001	989	1481
2002	990	1481
2003	990	1481
2004	991	1480
2005	991	1480
2006	992	1479
2007	992	1478
2008	992	1478
2009	993	1477
2010	993	1477
2011	994	1476
2012	994	1476
2013	995	1475
2014	995	1475
2015	996	1474
2016	996	1474
2017	997	1473
2018	997	1473
2019	998	1473
2020	999	1472
2021	999	1472
2022	1000	1471
2023	1000	1471
2024	1001	1470
2025	1001	1470
2026	1002	1469
2027	1002	1469
2028	1003	1468
2029	1003	1468
2030	1003	1467
2031	1004	1467
