iter	Passed	Remaining
1514	746	1717
1515	746	1716
1516	747	1716
1517	747	1715
1518	748	1715
1519	749	1714
1520	749	1714
1521	750	1714
1522	750	1713
1523	751	1713
1524	751	1712
1525	752	1712
1526	752	1712
1527	753	1711
1528	753	1711
1529	754	1710
1530	754	1710
1531	755	1709
1532	755	1709
1533	756	1708
1534	756	1708
1535	757	1707
1536	757	1707
1537	758	1707
1538	758	1706
1539	759	1706
1540	759	1705
1541	760	1705
1542	761	1705
1543	761	1704
1544	762	1704
1545	762	1703
1546	763	1703
1547	763	1703
1548	764	1702
1549	764	1701
1550	765	1701
1551	765	1701
1552	766	1700
1553	766	1700
1554	767	1700
1555	768	1699
1556	768	1699
1557	769	1699
1558	769	1698
1559	770	1697
1560	770	1697
1561	770	1696
1562	771	1696
1563	771	1695
1564	772	1695
1565	772	1694
1566	773	1694
1567	773	1693
1568	774	1693
1569	774	1692
1570	775	1692
1571	775	1691
1572	776	1691
1573	776	1690
1574	777	1690
1575	777	1689
1576	778	1689
1577	778	1688
1578	779	1688
1579	779	1687
1580	780	1686
1581	780	1686
1582	781	1686
1583	781	1685
1584	782	1684
1585	782	1684
1586	783	1684
1587	783	1684
1588	784	1683
1589	784	1683
1590	785	1682
1591	785	1682
1592	786	1681
1593	786	1681
1594	787	1680
1595	787	1680
1596	788	1679
1597	788	1679
1598	789	1678
1599	789	1678
1600	790	1677
1601	790	1677
1602	791	1676
1603	791	1676
1604	792	1675
1605	792	1675
1606	793	1674
1607	793	1674
1608	794	1673
1609	794	1673
1610	795	1672
1611	795	1672
1612	796	1671
1613	796	1671
1614	797	1670
1615	797	1670
1616	798	1669
1617	798	1669
1618	799	1668
1619	799	1668
1620	800	1667
1621	800	1666
1622	800	1666
1623	801	1665
1624	801	1665
1625	802	1664
1626	802	1664
1627	803	1663
1628	803	1663
1629	804	1662
1630	804	1662
1631	805	1662
1632	805	1661
1633	806	1661
1634	807	1660
1635	807	1660
1636	808	1660
1637	808	1659
1638	809	1659
1639	809	1659
1640	810	1658
1641	810	1658
1642	811	1657
1643	812	1657
1644	812	1657
1645	813	1656
1646	813	1656
1647	814	1655
1648	814	1655
1649	815	1654
1650	815	1654
1651	816	1654
1652	816	1653
1653	816	1652
1654	817	1652
1655	817	1651
1656	818	1650
1657	818	1650
1658	819	1649
1659	819	1649
1660	820	1648
1661	820	1648
1662	821	1647
1663	821	1646
1664	821	1646
1665	822	1645
1666	822	1645
1667	823	1644
1668	823	1643
1669	824	1643
1670	824	1642
1671	824	1642
1672	825	1641
1673	825	1640
1674	826	1640
1675	826	1639
1676	827	1639
1677	827	1639
1678	828	1638
1679	828	1638
1680	829	1637
1681	829	1637
1682	830	1636
1683	830	1636
1684	831	1635
1685	831	1635
1686	832	1634
1687	832	1634
1688	833	1633
1689	833	1633
1690	834	1632
1691	834	1632
1692	835	1631
1693	836	1632
1694	837	1633
1695	838	1632
1696	838	1632
1697	839	1631
1698	839	1631
1699	839	1630
1700	840	1629
1701	840	1629
1702	841	1628
1703	841	1627
1704	842	1627
1705	842	1626
1706	843	1626
1707	843	1625
1708	843	1625
1709	844	1624
1710	844	1624
1711	845	1623
1712	845	1622
1713	846	1622
1714	846	1621
1715	847	1621
1716	847	1621
1717	848	1620
1718	848	1619
1719	849	1619
1720	849	1619
1721	850	1618
1722	850	1618
1723	851	1617
1724	851	1617
1725	852	1616
1726	852	1616
1727	853	1615
1728	853	1615
1729	854	1615
1730	854	1614
1731	855	1614
1732	856	1613
1733	856	1613
1734	856	1612
1735	857	1612
1736	858	1611
1737	858	1611
1738	859	1611
1739	859	1610
1740	860	1610
1741	860	1610
1742	861	1609
1743	861	1609
1744	862	1608
1745	862	1608
1746	863	1607
1747	863	1607
1748	864	1606
1749	864	1605
1750	865	1605
1751	865	1604
1752	866	1604
1753	866	1603
1754	867	1603
1755	867	1602
1756	868	1602
1757	868	1601
1758	868	1601
1759	869	1600
1760	869	1599
1761	870	1599
1762	870	1598
1763	871	1598
1764	871	1597
1765	871	1596
1766	872	1596
1767	872	1595
1768	873	1595
1769	873	1594
1770	874	1594
1771	874	1593
1772	875	1593
1773	875	1592
1774	876	1592
1775	876	1591
1776	877	1590
1777	877	1590
1778	878	1589
1779	878	1589
1780	878	1588
1781	879	1588
1782	879	1587
1783	880	1586
1784	880	1586
1785	881	1585
1786	881	1585
1787	882	1584
1788	883	1585
1789	883	1585
1790	884	1584
1791	884	1584
1792	885	1583
1793	885	1583
1794	886	1582
1795	886	1582
1796	887	1581
1797	888	1581
1798	888	1581
1799	889	1580
1800	889	1580
1801	890	1579
1802	890	1579
1803	891	1578
1804	891	1578
1805	892	1577
1806	892	1577
1807	893	1577
1808	894	1577
1809	894	1576
1810	895	1576
1811	895	1575
1812	896	1575
1813	896	1574
1814	897	1574
1815	897	1574
1816	898	1573
1817	898	1573
1818	899	1572
1819	899	1572
1820	900	1572
1821	901	1571
1822	901	1571
1823	902	1570
1824	902	1570
1825	903	1569
1826	903	1569
1827	904	1569
1828	904	1568
1829	905	1568
1830	905	1567
1831	906	1567
1832	906	1566
1833	907	1566
1834	907	1565
1835	908	1565
1836	908	1565
1837	909	1564
1838	909	1564
1839	910	1563
1840	910	1562
1841	911	1562
1842	911	1561
1843	912	1561
1844	912	1560
1845	913	1560
1846	913	1559
1847	914	1559
1848	914	1558
1849	915	1558
1850	915	1557
1851	916	1557
1852	916	1556
1853	916	1555
1854	917	1555
1855	917	1554
1856	918	1554
1857	918	1553
1858	919	1553
1859	919	1552
1860	920	1552
1861	920	1551
1862	921	1551
1863	921	1550
1864	922	1550
1865	922	1549
1866	923	1549
1867	923	1548
1868	923	1547
1869	924	1547
1870	924	1546
