iter	RMSE
1509	0.08824113817
1510	0.08823569099
1511	0.08823242959
1512	0.08821934615
1513	0.08820310067
1514	0.08812744623
1515	0.08811786425
1516	0.08811195832
1517	0.08808754372
1518	0.08804721156
1519	0.0879982709
1520	0.08796767806
1521	0.08791763895
1522	0.08789791485
1523	0.08789372814
1524	0.08787997554
1525	0.08786211169
1526	0.0878456486
1527	0.0878428847
1528	0.08781535802
1529	0.08779438118
1530	0.0877915056
1531	0.08778089622
1532	0.08773388157
1533	0.08771250507
1534	0.08768841061
1535	0.08764765998
1536	0.08763483133
1537	0.08758297013
1538	0.08756960354
1539	0.08756412569
1540	0.08751602275
1541	0.08749847745
1542	0.08745578346
1543	0.08743978751
1544	0.08736682877
1545	0.08734581169
1546	0.08731121147
1547	0.08727503707
1548	0.08727104445
1549	0.08726896558
1550	0.08725704066
1551	0.0872472691
1552	0.08723740113
1553	0.08722717761
1554	0.08717841004
1555	0.08717365562
1556	0.08717015567
1557	0.08713985858
1558	0.08710088875
1559	0.08705835232
1560	0.08705040498
1561	0.08699893918
1562	0.08696211291
1563	0.08691960861
1564	0.08689901781
1565	0.08688661021
1566	0.08685059152
1567	0.08680462923
1568	0.08679229186
1569	0.08678999818
1570	0.08677754416
1571	0.08675262734
1572	0.08673208465
1573	0.08672214061
1574	0.08668127054
1575	0.08665922792
1576	0.08663984213
1577	0.08660518631
1578	0.086556638
1579	0.08655278338
1580	0.08654572199
1581	0.08654284902
1582	0.08651101398
1583	0.08644200497
1584	0.08642867463
1585	0.08639769213
1586	0.08638043821
1587	0.08636704419
1588	0.08632232927
1589	0.08630235681
1590	0.08626812075
1591	0.08626551107
1592	0.08626233625
1593	0.08623586654
1594	0.08620468692
1595	0.08620091294
1596	0.08618067796
1597	0.08617716967
1598	0.08614262962
1599	0.08612144387
1600	0.08610135995
1601	0.08606897221
1602	0.08605135982
1603	0.08599080178
1604	0.0859852849
1605	0.0859764164
1606	0.08596473525
1607	0.08594878593
1608	0.08592939921
1609	0.08592757778
1610	0.08589966067
1611	0.08587364876
1612	0.08586566694
1613	0.0858460306
1614	0.08584111712
1615	0.08580794539
1616	0.08578922533
1617	0.08577724919
1618	0.08576070198
1619	0.08571670786
1620	0.08567743234
1621	0.08566004006
1622	0.08565824937
1623	0.0855938268
1624	0.08558094398
1625	0.08557841923
1626	0.08556554712
1627	0.08551752454
1628	0.08546383947
1629	0.08543124581
1630	0.08542767117
1631	0.08540962914
1632	0.08536856213
1633	0.08532726309
1634	0.08529951716
1635	0.08528638598
1636	0.0852659126
1637	0.0852524685
1638	0.08525032696
1639	0.08521825208
1640	0.08521618782
1641	0.08521260728
1642	0.0851674871
1643	0.08516448115
1644	0.0851613031
1645	0.08513889805
1646	0.08510191698
1647	0.0850695498
1648	0.08504832884
1649	0.08501219792
1650	0.08500281932
1651	0.0849848474
1652	0.08497702418
1653	0.08497376934
1654	0.08497197719
1655	0.08493958713
1656	0.0849136662
1657	0.08489592547
1658	0.08489348113
1659	0.08486043947
1660	0.08485647805
1661	0.08483819952
1662	0.08482820493
1663	0.08482635876
1664	0.08481068831
1665	0.08479984653
1666	0.08479791422
1667	0.08477656894
1668	0.08476721732
1669	0.0847545494
1670	0.08474997738
1671	0.08474679683
1672	0.08469546323
1673	0.084666262
1674	0.08464641753
1675	0.08464428281
1676	0.08464238399
1677	0.08458053425
1678	0.08456370558
1679	0.08455327987
1680	0.08455131105
1681	0.08449341253
1682	0.08448407011
1683	0.08447186616
1684	0.08445212148
1685	0.08445007363
1686	0.0844396007
1687	0.08440884317
1688	0.08436565656
1689	0.08433130299
1690	0.08432806103
1691	0.08432551055
1692	0.08430163393
1693	0.08430015394
1694	0.08427925511
1695	0.08424620746
1696	0.08421743771
1697	0.08420797321
1698	0.08418207248
1699	0.0841583586
1700	0.08414877198
1701	0.08413216752
1702	0.08413051459
1703	0.08411731292
1704	0.08409768209
1705	0.08407983882
1706	0.08404915929
1707	0.08402393378
1708	0.08402235369
1709	0.08400710281
1710	0.0839768453
1711	0.08396162291
1712	0.08395990587
1713	0.08392805261
1714	0.08391514914
1715	0.08387054166
1716	0.08385136112
1717	0.08384913586
1718	0.08382387005
1719	0.08382209865
1720	0.08380406662
1721	0.08379360452
1722	0.08376391717
1723	0.08373919173
1724	0.08373681204
1725	0.08372404658
1726	0.08370595945
1727	0.08366665772
1728	0.08366365392
1729	0.08366092146
1730	0.08364754245
1731	0.08362175379
1732	0.08360229883
1733	0.08359856273
1734	0.08358580357
1735	0.08356379547
1736	0.08356074062
1737	0.08353584883
1738	0.08353416547
1739	0.08349924874
1740	0.08348777553
1741	0.08346723792
1742	0.08346548431
1743	0.08346341673
1744	0.08346199563
1745	0.0834581218
1746	0.08344186713
1747	0.08341808809
1748	0.08341186874
1749	0.08340887555
1750	0.08335746192
1751	0.08333725687
1752	0.08333560922
1753	0.08333233633
1754	0.0833121892
1755	0.08326625473
1756	0.08326452917
1757	0.08325459187
1758	0.08325319564
1759	0.08325151302
1760	0.08323825231
1761	0.08320419153
1762	0.08319545511
1763	0.08319075713
1764	0.0831785706
1765	0.08316805051
1766	0.08312635465
1767	0.0831069017
1768	0.08308442985
1769	0.08305578338
1770	0.08302372194
1771	0.08301998076
1772	0.08299319791
1773	0.08299162931
1774	0.08298879217
1775	0.08295470668
1776	0.08294570185
1777	0.08291214659
1778	0.08288474872
1779	0.08287484052
1780	0.08284775982
1781	0.08281150734
1782	0.08280499786
1783	0.08279533584
1784	0.08279398366
1785	0.08274944556
1786	0.08274646046
1787	0.08272886725
1788	0.0827045754
1789	0.08266748878
1790	0.08264315031
1791	0.08260288296
1792	0.08256411761
1793	0.08256155879
1794	0.08255993863
1795	0.08252899769
1796	0.08252575662
1797	0.08250473097
1798	0.08248656717
1799	0.08248380381
1800	0.08247998295
1801	0.08247667859
1802	0.08243826507
1803	0.0824103334
1804	0.08238337869
1805	0.08235081341
1806	0.08232705437
1807	0.08231226509
1808	0.08230954697
1809	0.08228290452
1810	0.0822709764
1811	0.08226043911
1812	0.0822178606
1813	0.08221628261
1814	0.08221059533
1815	0.08218519715
1816	0.08217848731
1817	0.08215720048
1818	0.08215495082
1819	0.08215266443
1820	0.08212035312
1821	0.08209815231
1822	0.08207277188
1823	0.08203600494
1824	0.0820141806
1825	0.08201076371
1826	0.08198752336
1827	0.08197139593
1828	0.08196549937
1829	0.08196273293
1830	0.08195354214
1831	0.08192450981
1832	0.08190317756
1833	0.08190107506
1834	0.08186761594
1835	0.08185864952
1836	0.08181027292
1837	0.08180131401
1838	0.08179278558
1839	0.08173178658
1840	0.08171647051
1841	0.0816870764
1842	0.08166977191
1843	0.08164666715
1844	0.08163557167
1845	0.08162308384
1846	0.08161397734
1847	0.08155846841
1848	0.08154461628
1849	0.08152265471
1850	0.08148831037
1851	0.08147469013
1852	0.08146134722
1853	0.08145254788
1854	0.08144683385
1855	0.08144472023
1856	0.08143022621
1857	0.0814268162
1858	0.08140302818
1859	0.0813679028
1860	0.08131080768
1861	0.08128608204
1862	0.08127104434
1863	0.08126447417
1864	0.08121208675
1865	0.08117609884
1866	0.08115718723
1867	0.08114622389
1868	0.08112398214
1869	0.08109946928
1870	0.08109408977
1871	0.0810817581
1872	0.08107421331
1873	0.0810652631
1874	0.08105145015
1875	0.08104995431
1876	0.0810464513
1877	0.08102392503
1878	0.08100056881
1879	0.08099911633
1880	0.08098555634
1881	0.08097972752
1882	0.08097349082
1883	0.08094191487
1884	0.08093509893
1885	0.08089945228
1886	0.08087194159
1887	0.08084884213
1888	0.08083406741
1889	0.08081177905
1890	0.08077831104
1891	0.08075530443
1892	0.08075166551
1893	0.08074270765
1894	0.08072030849
1895	0.08071145731
1896	0.08070053289
1897	0.08069435396
1898	0.08068102379
1899	0.08066887439
1900	0.0806207261
1901	0.08060257709
1902	0.08059008341
1903	0.08055727873
1904	0.08053572542
1905	0.08053232472
1906	0.08051247198
1907	0.08048449921
1908	0.08047898725
1909	0.08045567613
1910	0.08043079825
1911	0.08041108368
1912	0.08037702506
1913	0.08037465691
1914	0.08035026648
1915	0.08033328779
1916	0.08032266058
1917	0.08029655993
1918	0.08028452342
1919	0.08027307815
1920	0.08026387151
1921	0.0802541518
1922	0.08023704173
1923	0.080230104
1924	0.08022809714
1925	0.08018528313
1926	0.08015830312
1927	0.08014534861
1928	0.08013971325
1929	0.08013069789
1930	0.08009194551
1931	0.08007535069
1932	0.08007391975
1933	0.08004083956
1934	0.08002937463
1935	0.07999887445
1936	0.07999295682
1937	0.07995995911
1938	0.07993710972
1939	0.07989637431
1940	0.07987173579
1941	0.07985155992
1942	0.07983637667
1943	0.07982456952
1944	0.07979192226
1945	0.07979053615
1946	0.07975294357
1947	0.0797510345
1948	0.0797467257
1949	0.07972450337
1950	0.07970055487
1951	0.07967368732
1952	0.07965867329
1953	0.07965575064
1954	0.07964746509
1955	0.07960550753
1956	0.07958278239
1957	0.07955291363
1958	0.07953108179
1959	0.07952976839
1960	0.07952739556
1961	0.07950426078
1962	0.07949087806
1963	0.07945407898
1964	0.07943122449
1965	0.07942785305
1966	0.0793881716
1967	0.07935921269
1968	0.07935031476
1969	0.0793467484
1970	0.07932122623
1971	0.07928996475
1972	0.07926479519
1973	0.07924693201
1974	0.07921990896
1975	0.0792018399
1976	0.07919553286
1977	0.07918408905
1978	0.07914638062
1979	0.07913075554
1980	0.07910899371
1981	0.07909745751
1982	0.07909614853
1983	0.07909197091
1984	0.0790833057
1985	0.07908166803
1986	0.07907767714
1987	0.07905194349
1988	0.07903103577
1989	0.0790144929
1990	0.0789976081
1991	0.07899028444
1992	0.0789338712
1993	0.07891994203
1994	0.07890636316
1995	0.07890343618
1996	0.07889061498
1997	0.07886530288
1998	0.07885999816
1999	0.07883825263
2000	0.07880005811
2001	0.07878530966
2002	0.07873100549
2003	0.07869863645
2004	0.07869541992
2005	0.07869284074
2006	0.07869161273
2007	0.07869058729
2008	0.07868221055
2009	0.07867665762
2010	0.07865732353
2011	0.07859956311
2012	0.07858486154
2013	0.0785690343
2014	0.07854835643
2015	0.07853989988
2016	0.07850710623
2017	0.07849652133
2018	0.07846719648
2019	0.07844294467
2020	0.07841396468
2021	0.07839513965
2022	0.07837148954
2023	0.07833506356
2024	0.07833383082
2025	0.07832681264
2026	0.07830338805
2027	0.07829095709
2028	0.07828362372
2029	0.07827475553
2030	0.07823155287
2031	0.07821626069
