iter	RMSE
258	0.1269426982
259	0.1267526057
260	0.1265719041
261	0.1264876483
262	0.1264622735
263	0.1263983448
264	0.126382632
265	0.1263388721
266	0.1263112419
267	0.1261715317
268	0.1260358181
269	0.1259384003
270	0.1259162608
271	0.1257672475
272	0.1257518354
273	0.1257358522
274	0.1255502989
275	0.1254869551
276	0.1254651018
277	0.1254508728
278	0.1253192633
279	0.1251831743
280	0.125161209
281	0.1250799345
282	0.1249519657
283	0.1249312357
284	0.1247557625
285	0.1247446278
286	0.1245775942
287	0.1244346925
288	0.1243730449
289	0.1243512481
290	0.1242439877
291	0.1241569414
292	0.1241426163
293	0.12412713
294	0.1240709278
295	0.1240275176
296	0.1240091357
297	0.1239927506
298	0.123982048
299	0.1239713756
300	0.1239483217
301	0.1239301934
302	0.123856368
303	0.1236656537
304	0.1236551663
305	0.1236365365
306	0.1236159597
307	0.1236001053
308	0.1235168418
309	0.1235024091
310	0.1233612308
311	0.1232534857
312	0.1232432101
313	0.123117314
314	0.1229577672
315	0.1229454474
316	0.1229298984
317	0.1229176566
318	0.1229045329
319	0.1228518295
320	0.1228065848
321	0.1226665968
322	0.1226537628
323	0.1226384446
324	0.1226247727
325	0.1226120435
326	0.1225945751
327	0.1225816302
328	0.1224452662
329	0.1224296013
330	0.1224143755
331	0.1223348651
332	0.1221761395
333	0.1220117393
334	0.1219994094
335	0.1219855753
336	0.1218655071
337	0.1217325624
338	0.1215991819
339	0.121478078
340	0.121418485
341	0.1214064072
342	0.12134997
343	0.12133745
344	0.1212630382
345	0.1210766472
346	0.121064675
347	0.1210488638
348	0.1210366403
349	0.1210247722
350	0.1210126293
351	0.1209351945
352	0.1209231253
353	0.1207924039
354	0.1207802137
355	0.1207725136
356	0.1207312391
357	0.1207166716
358	0.1205281287
359	0.1203423086
360	0.1203071927
361	0.1201833416
362	0.1201714269
363	0.1201118834
364	0.119933938
365	0.1199223482
366	0.119909703
367	0.1197456625
368	0.1197351631
369	0.1196649732
370	0.1196535467
371	0.11964316
372	0.1194424361
373	0.1194311331
374	0.1194198753
375	0.1192544489
376	0.1191215712
377	0.1190111946
378	0.1189999707
379	0.1188595638
380	0.1188228683
381	0.1187898967
382	0.118780354
383	0.1187702706
384	0.1187593032
385	0.1187483801
386	0.1187364691
387	0.1186862552
388	0.1186754149
389	0.1186646183
390	0.1186538651
391	0.1186421287
392	0.1186314615
393	0.11851678
394	0.1183846514
395	0.1183714423
396	0.1183621886
397	0.1183516958
398	0.1183402352
399	0.1183298263
400	0.1183202143
401	0.1183088814
402	0.1182993638
403	0.1182881159
404	0.1182779044
405	0.1182667459
406	0.1182566157
407	0.1182488371
408	0.1182426616
409	0.1182365208
410	0.1182255347
411	0.118215564
412	0.1182056332
413	0.1181966381
414	0.1181839405
415	0.1181741229
416	0.1181643443
417	0.1181517999
418	0.1180867016
419	0.1180792934
420	0.1180705148
421	0.1180608916
422	0.1180257408
423	0.1180161539
424	0.118006497
425	0.1179960133
426	0.1178969229
427	0.1178865
428	0.1178770711
429	0.1178676794
430	0.1178361738
431	0.1178268321
432	0.1178175271
433	0.1177060385
434	0.1175315734
435	0.1175232048
436	0.1175140394
437	0.1174150384
438	0.1173368934
439	0.1173278236
440	0.117319573
441	0.1173113709
442	0.1173014637
443	0.117191593
444	0.1171826796
445	0.1171758182
446	0.1171669625
447	0.1171601536
448	0.11701605
449	0.1169857203
450	0.1169769579
451	0.1168746589
452	0.1167628219
453	0.1167541306
454	0.1167458861
455	0.1167393251
456	0.1167307037
457	0.1166728061
458	0.1165901461
459	0.116504283
460	0.1164977027
461	0.1164891335
462	0.1163297926
463	0.1161664835
464	0.1161578727
465	0.1161498447
466	0.1160533867
467	0.116045426
468	0.1160374961
469	0.116029597
470	0.1159564219
471	0.1158846132
472	0.1158740522
473	0.1158662571
474	0.1158585617
475	0.1157884257
476	0.1157094023
477	0.1155614858
478	0.1155537987
479	0.1155254192
480	0.11538615
481	0.1153779487
482	0.11530807
483	0.1153005067
484	0.1152923653
485	0.115150788
486	0.1151416537
487	0.1151309945
488	0.1151235266
489	0.115092765
490	0.1150853472
491	0.1150062222
492	0.1149965947
493	0.1148898587
494	0.1148818858
495	0.1148730132
496	0.1148642347
497	0.1147653301
498	0.1147580368
499	0.1146710269
500	0.1146484659
501	0.1146405444
502	0.1145467836
503	0.1145195471
504	0.1144982327
505	0.114490462
506	0.1144826143
507	0.114390779
508	0.1143822504
509	0.1143744707
510	0.1143652594
511	0.1142833232
512	0.1142747874
513	0.1142656112
514	0.1142579184
515	0.114236943
516	0.1141361038
517	0.1141284551
518	0.114120837
519	0.114100425
520	0.1140251029
521	0.1140175607
522	0.1139968883
523	0.1139674822
524	0.1139585185
525	0.1139495929
526	0.1139231354
527	0.1139156891
528	0.1138446952
529	0.1137597096
530	0.1137384069
531	0.1137310179
532	0.1136739397
533	0.1136069918
534	0.1135317501
535	0.1135243445
536	0.1134334302
537	0.1134261258
538	0.1134060091
539	0.1133821411
540	0.1133734282
541	0.1133319847
542	0.1133246656
543	0.1131949702
544	0.1131863283
545	0.1131791431
546	0.1131719863
547	0.1130994045
548	0.1130741979
549	0.1130670745
550	0.1130599791
551	0.1129354153
552	0.112928368
553	0.1129202731
554	0.1128888347
555	0.1128098471
556	0.1128028513
557	0.1127280905
558	0.1127033736
559	0.112648185
560	0.1126410171
561	0.1126151999
562	0.1125620839
563	0.1125366493
564	0.1125110587
565	0.1125032696
566	0.1124962048
567	0.1124883391
568	0.1124134531
569	0.1122914722
570	0.1122832675
571	0.112276468
572	0.1122682525
573	0.1122383043
574	0.112211012
575	0.1122040963
576	0.1121379758
577	0.1120662664
578	0.1119923619
579	0.1119407577
580	0.1119326247
581	0.1119245264
582	0.1119001962
583	0.1118247814
584	0.1118179462
585	0.1118099115
586	0.1118019108
587	0.1117953147
588	0.1117657917
589	0.1117418841
590	0.1116822857
591	0.1116709006
592	0.111624603
593	0.1115615023
594	0.1114975723
595	0.111490822
596	0.1114829674
597	0.1114750831
598	0.1114194655
599	0.1114116206
600	0.1114038087
601	0.1113853856
602	0.111337555
603	0.1113308988
604	0.1113038865
605	0.1112974692
606	0.1112320563
607	0.1112248306
608	0.1112171363
609	0.1112094742
610	0.1112029233
611	0.1111754728
612	0.1110628814
613	0.1110565805
614	0.1110493827
615	0.1110229322
616	0.1109920806
617	0.1109640233
618	0.1109574923
619	0.1109047829
620	0.1108985598
621	0.1108923616
622	0.1108659652
623	0.1108584768
624	0.1108284623
625	0.1107982614
626	0.1107918316
627	0.1107836961
628	0.1107310235
629	0.1106441826
630	0.1105804483
631	0.1105158573
632	0.1104460399
633	0.110438751
634	0.110393558
635	0.1103717223
636	0.1103655109
637	0.1103594891
638	0.1103318519
639	0.1103255468
640	0.1103003397
641	0.1102174615
642	0.1102101925
643	0.1101835185
644	0.1101572942
645	0.1101513446
646	0.1101337549
647	0.1101278355
648	0.1101046252
649	0.1100414371
650	0.1099193438
651	0.1098974711
652	0.1098905202
653	0.1098345282
654	0.1097797041
655	0.1097736017
656	0.1096880291
657	0.1096691538
658	0.1096583345
659	0.1095958971
660	0.1095381799
661	0.1094985162
662	0.1094914958
663	0.1094104469
664	0.1094047177
665	0.1093858328
666	0.1093798332
667	0.1093576017
668	0.1093506625
669	0.10930339
670	0.1092970607
671	0.1092768246
672	0.1092570447
673	0.1092232092
674	0.1091062208
675	0.1090994095
676	0.1090934895
677	0.1090868509
678	0.1090543473
679	0.1090478206
680	0.1090410305
681	0.1090145617
682	0.1089659824
683	0.1089399733
684	0.1089332406
685	0.1089265355
686	0.1089198579
687	0.1089132075
688	0.1088885471
689	0.1088508248
690	0.1088326642
691	0.1087778025
692	0.1087720567
693	0.1087238482
694	0.1086616644
695	0.1086559232
696	0.1086493717
697	0.1085534295
698	0.1085477826
699	0.1085416748
700	0.1085212565
701	0.1085156744
702	0.1085103876
703	0.1085047967
704	0.1084818434
705	0.1084519539
706	0.1083721282
707	0.1082822014
708	0.1082165487
709	0.1081223361
710	0.1081170441
711	0.1081078225
712	0.1080461063
713	0.1080058234
714	0.107999746
715	0.107993808
716	0.1079745153
717	0.1079701204
718	0.1079493894
719	0.1079053953
720	0.1078871666
721	0.1078253097
722	0.10778989
723	0.1077700392
724	0.1077061925
725	0.1076881156
726	0.1076361161
727	0.1075812577
728	0.107565433
729	0.1075592302
730	0.1075291559
731	0.1074734186
732	0.1074683416
733	0.1074621869
734	0.1074404723
735	0.1073976929
736	0.1073926471
737	0.1073741265
738	0.1072608784
739	0.107255878
740	0.1071404438
741	0.107135486
742	0.1071180427
743	0.1070925983
744	0.1070512305
745	0.1070470588
746	0.1070429029
747	0.1070207119
748	0.1070058823
749	0.1070021029
750	0.1069968274
751	0.1069850886
752	0.1069137856
753	0.1069097099
754	0.1068401414
755	0.1067868248
756	0.1067608096
757	0.1067568269
758	0.1067527983
759	0.106731353
760	0.1066858574
761	0.1066686792
762	0.1066192522
763	0.1066144957
764	0.106609008
765	0.106604603
766	0.1065990631
767	0.1065951901
768	0.1065506267
769	0.1065001172
770	0.1064824469
771	0.1064428987
772	0.1063691957
773	0.1063636433
774	0.1063592567
775	0.1063083232
776	0.1063011891
777	0.1062516868
778	0.106212596
779	0.1061909893
780	0.1061320572
781	0.1060864742
782	0.1060809368
783	0.1060309064
784	0.1060252297
785	0.105955187
786	0.1059516181
787	0.1059067317
788	0.1058701863
789	0.1058123951
790	0.1057431826
791	0.105738319
792	0.1057213222
793	0.105715726
794	0.105681041
795	0.1056716857
796	0.1056175503
797	0.1055609688
798	0.1054657635
799	0.1054596394
800	0.1054443477
801	0.1053932431
802	0.1053887915
803	0.1053723366
804	0.1053000831
805	0.1052953342
806	0.1052916819
807	0.1052477823
808	0.1052323742
809	0.1052279881
810	0.1052107531
811	0.105160082
812	0.105143618
813	0.1051223741
814	0.1051187806
815	0.1051036656
816	0.1050866422
817	0.105037112
818	0.1050223472
819	0.1050058619
820	0.1049895745
821	0.1049526356
822	0.1048972137
823	0.1048557784
824	0.1048397467
825	0.1047999634
826	0.1047675796
827	0.1047530717
828	0.104736602
829	0.1046810179
830	0.1046276443
831	0.1045803986
832	0.1045689336
833	0.1045523481
834	0.1045429923
835	0.1044542744
836	0.1043988557
837	0.1043724184
838	0.1043583825
839	0.1043544124
840	0.104338823
841	0.1042930292
842	0.1042765443
843	0.1042401918
844	0.1042223703
845	0.1041667606
846	0.1041525711
847	0.1041084474
848	0.1040925154
849	0.104063196
850	0.1040385753
851	0.1039465165
852	0.1039425984
853	0.1039063744
854	0.1038615678
855	0.103843336
856	0.1037866233
857	0.1037733633
858	0.1037490939
859	0.1036963543
860	0.1036808558
861	0.1036338641
862	0.1035863641
863	0.1035705883
864	0.1035565383
865	0.1035526846
866	0.1035480473
867	0.1035377313
868	0.1034927187
869	0.1034869399
870	0.1034358538
871	0.1034327232
872	0.103428806
873	0.103381591
874	0.1032869411
875	0.1032612704
876	0.103246387
877	0.103168638
878	0.1031584028
879	0.1031165694
880	0.1031012097
881	0.1030580871
882	0.102984643
883	0.1029524983
884	0.1029398088
885	0.1029040229
886	0.1028562621
887	0.1028514084
888	0.1028365061
889	0.1027942955
890	0.1027645992
891	0.1027177755
892	0.1026758106
893	0.1026690743
894	0.1025599151
895	0.1025452625
896	0.1025388308
897	0.1024940827
898	0.1024597125
899	0.1024444691
900	0.1023832386
901	0.1023336835
902	0.1023192691
903	0.1023150545
904	0.1023122114
905	0.1022979794
906	0.1022505457
907	0.102234632
908	0.1021852022
909	0.102179787
910	0.1021692998
911	0.1021552842
912	0.1021475259
913	0.1021408845
914	0.1020997388
915	0.1020305119
916	0.1020074951
917	0.1019664436
918	0.101925882
919	0.1019192538
920	0.1019048316
921	0.1018825826
922	0.1018668669
923	0.1018573154
924	0.1018415855
925	0.1018027394
926	0.1017887171
927	0.1017833862
928	0.1017271101
929	0.1016916303
930	0.1016849366
931	0.1016716549
932	0.1015870735
933	0.1015561319
934	0.1015401472
935	0.1015060724
936	0.1014926076
937	0.1014658632
938	0.1014180356
939	0.101404469
940	0.1014017772
941	0.1013933333
942	0.1013548866
943	0.1013174952
944	0.1012580646
945	0.101206529
946	0.1011752852
947	0.1011717174
948	0.1011360238
949	0.1011212496
950	0.1011030133
951	0.1010991964
952	0.1010682017
953	0.1010350447
954	0.1010218717
955	0.1009778181
956	0.1008558497
957	0.100789716
958	0.1007860233
959	0.1007581011
960	0.1007256492
961	0.1007016779
962	0.1006884257
963	0.1006211733
964	0.1005837189
965	0.1005709736
966	0.1005388895
967	0.1005109271
968	0.1004748569
969	0.1004596291
970	0.1004565591
971	0.100449271
972	0.100436554
973	0.1004136263
974	0.1003502207
975	0.1003081781
976	0.1002750391
977	0.1002367827
978	0.1002320877
979	0.1001878636
980	0.1001827832
981	0.1001780412
982	0.1001130696
983	0.100110151
984	0.1000804176
985	0.1000431883
986	0.1000398796
987	0.1000273061
988	0.09994177232
989	0.0999052073
990	0.09987797116
991	0.09986573519
992	0.09986031466
993	0.09982441344
994	0.09981007984
995	0.09972869512
996	0.09969850436
997	0.09966848633
998	0.09961992226
999	0.09960726689
1000	0.09958351209
1001	0.09954830666
1002	0.09952594022
1003	0.09951638279
1004	0.09949221106
1005	0.09947144924
1006	0.09946212014
1007	0.09945128168
1008	0.0994472597
1009	0.0994127253
1010	0.09940703086
1011	0.09937368931
1012	0.09934349039
1013	0.09930416009
1014	0.09930049157
1015	0.0992792872
1016	0.09926966121
1017	0.09924341068
1018	0.09923786733
1019	0.09922673328
1020	0.09922357052
1021	0.09921718219
1022	0.09916139406
1023	0.09915532309
1024	0.09911985825
1025	0.09910782036
1026	0.09907377165
1027	0.09906930032
1028	0.09903452404
1029	0.09903116727
1030	0.09897528409
1031	0.0989419277
1032	0.09892551818
1033	0.0988759428
1034	0.09886370221
1035	0.09874815785
1036	0.098731277
1037	0.09872585502
1038	0.09862837226
1039	0.09859214446
1040	0.09855324146
1041	0.09852780308
1042	0.09852466149
1043	0.09848926193
1044	0.09847451491
1045	0.09844466948
1046	0.09840965498
1047	0.09837595197
1048	0.09835337429
1049	0.09834096327
1050	0.09829640491
1051	0.09829337556
1052	0.09828670458
1053	0.09825414105
1054	0.09825161198
1055	0.09824187324
1056	0.09821065613
1057	0.09819917875
1058	0.09819120289
1059	0.09818269086
1060	0.09817129357
1061	0.09816013219
1062	0.09815457571
1063	0.0981493138
1064	0.09811176891
1065	0.09807921703
1066	0.09805749943
1067	0.09803468742
1068	0.0980067981
1069	0.09800369578
1070	0.0979920362
1071	0.09795692583
1072	0.09793540228
1073	0.09787566218
1074	0.09785862811
1075	0.09785461374
1076	0.09783436958
1077	0.09781946053
1078	0.0978034282
1079	0.0977536271
1080	0.09774900985
1081	0.0976648948
1082	0.09759918646
1083	0.09757114986
1084	0.09755748356
1085	0.09754840347
1086	0.0975165521
1087	0.09749557092
1088	0.09748230435
1089	0.09746158469
1090	0.0974531851
1091	0.09744302166
1092	0.09743744863
1093	0.09743445736
1094	0.09743019937
1095	0.09742730839
1096	0.09740639932
1097	0.09740019328
1098	0.0973893179
1099	0.0973597113
1100	0.09732752596
1101	0.09731601948
1102	0.09730963367
1103	0.09730664955
1104	0.09728061546
1105	0.09727426887
1106	0.09726533487
1107	0.09721075197
1108	0.09717635841
1109	0.09712349337
1110	0.09711226154
1111	0.09709509348
1112	0.09701448273
1113	0.09700250989
1114	0.09699956335
1115	0.09698847096
1116	0.09694205626
1117	0.09693060303
1118	0.09685988714
1119	0.09682975248
1120	0.09679377485
1121	0.09672151162
1122	0.09670661838
1123	0.09670237802
1124	0.09669440116
1125	0.09668718223
1126	0.09666554401
1127	0.09666174985
1128	0.09665328062
1129	0.09665035127
1130	0.09664295049
1131	0.09663231735
1132	0.09661275932
1133	0.09654634625
1134	0.09652440503
1135	0.09651941365
1136	0.09649955178
1137	0.09648720657
1138	0.09648064669
1139	0.09645244193
1140	0.09644550968
1141	0.09642078998
1142	0.09641509797
1143	0.09641004446
1144	0.09640605453
1145	0.0963955483
1146	0.09637163202
1147	0.09631397533
1148	0.09630361269
1149	0.09629717509
1150	0.09624667693
1151	0.09620378175
1152	0.0961835494
1153	0.09615697532
1154	0.09614468199
1155	0.09610304545
1156	0.0960702479
1157	0.09606307342
1158	0.09605282172
1159	0.09600887124
1160	0.09596498463
1161	0.09595995584
1162	0.09595634014
1163	0.09595229964
1164	0.09593975642
1165	0.09593332608
1166	0.09590416208
1167	0.09589360184
1168	0.09586171939
1169	0.09584094334
1170	0.09583757326
1171	0.09582195709
1172	0.09577358108
1173	0.09573115599
1174	0.09572396073
1175	0.09571968685
1176	0.09571311924
1177	0.09570096074
1178	0.09563060906
1179	0.09560738917
1180	0.09560300968
1181	0.09559684319
1182	0.09558479051
1183	0.09555988545
1184	0.09554004629
1185	0.09551203782
1186	0.09550838906
1187	0.09548188729
1188	0.09543963098
1189	0.095370736
1190	0.09536405242
1191	0.09529913636
1192	0.09528708456
1193	0.09523207339
1194	0.09517950207
1195	0.09517325809
1196	0.09515929243
1197	0.09510911635
1198	0.09506664287
1199	0.09504834649
1200	0.09504016553
1201	0.09503698741
1202	0.09503387645
1203	0.09500430037
1204	0.09498618031
1205	0.09496534339
1206	0.09496160386
1207	0.09495669427
1208	0.09495416591
1209	0.09487544022
1210	0.09485426003
1211	0.09484952748
1212	0.09479533467
1213	0.09479037189
1214	0.09478684636
1215	0.09471943823
1216	0.09469437589
1217	0.09467379076
1218	0.09463516914
1219	0.09462008576
1220	0.09460600463
1221	0.09458301122
1222	0.09457664961
1223	0.09457363921
1224	0.09457106187
1225	0.09455827394
1226	0.09453923302
1227	0.09452298007
1228	0.09451794898
1229	0.09450407866
1230	0.09447310651
1231	0.09445412468
1232	0.0944461642
1233	0.09443503032
1234	0.09438108603
1235	0.09437809008
1236	0.09436326701
1237	0.09426182566
1238	0.09423749337
1239	0.09421832219
1240	0.09418737671
1241	0.09416622747
1242	0.09415079512
1243	0.09414656062
1244	0.09411794267
1245	0.0941136075
1246	0.09409080902
1247	0.09407574354
1248	0.09407210114
1249	0.09405716515
1250	0.09402685805
1251	0.09401524604
1252	0.09398727975
1253	0.0939790194
1254	0.09391694601
1255	0.09390481213
1256	0.09386756958
1257	0.09384068755
1258	0.09379618125
1259	0.09378464293
1260	0.09377736206
1261	0.09375154816
1262	0.09373871616
1263	0.09372716254
1264	0.0937126094
1265	0.09364428637
1266	0.09363688444
1267	0.09363099985
1268	0.09360025043
1269	0.0935481796
1270	0.09352513649
1271	0.0935029986
1272	0.09349585996
1273	0.09349040913
1274	0.09347919501
1275	0.0934323664
1276	0.09338050037
1277	0.09331197738
1278	0.0932974414
1279	0.09328380402
1280	0.0932768057
1281	0.09324347315
1282	0.0932411013
1283	0.09323407882
1284	0.09322181383
1285	0.09320020531
1286	0.09317880716
1287	0.09314567108
1288	0.0931413834
1289	0.09309321837
1290	0.09306593547
1291	0.09306321757
1292	0.09305200941
1293	0.0930448706
1294	0.09300610777
1295	0.0929863307
1296	0.09295703933
1297	0.0929160894
1298	0.09289852498
1299	0.09289219439
1300	0.09287959432
1301	0.09283518695
1302	0.09283277949
1303	0.09274206533
1304	0.09272455125
1305	0.09270613602
1306	0.09267491094
1307	0.09267218615
1308	0.09264049385
1309	0.09263564854
1310	0.09261597354
1311	0.09261286224
1312	0.09260862328
1313	0.09258660559
1314	0.09255437043
1315	0.09251171164
1316	0.09246932136
1317	0.09246492403
1318	0.09243691531
1319	0.09243179052
1320	0.09242912875
1321	0.0923785153
1322	0.09235233764
1323	0.09226765172
1324	0.09226460564
1325	0.0922582249
1326	0.09222514504
1327	0.09222110288
1328	0.09215846394
1329	0.09215443452
1330	0.09215122023
1331	0.09208061735
1332	0.09207676753
1333	0.09205968136
1334	0.09205368522
1335	0.09204690287
1336	0.09204379763
1337	0.09204047583
1338	0.09203628786
1339	0.09203211825
1340	0.09201901782
1341	0.09200403684
1342	0.09198838662
1343	0.09196695905
1344	0.09194212442
1345	0.09193032009
1346	0.09191734041
1347	0.09186492144
1348	0.09185418159
1349	0.09185127764
1350	0.09179170178
1351	0.09176524662
1352	0.09174103754
1353	0.09171722336
1354	0.09168609572
1355	0.09167120559
1356	0.09163225155
1357	0.0916242508
1358	0.09159607016
1359	0.09158294776
1360	0.09152100653
1361	0.09148618953
1362	0.0914797906
1363	0.0914292385
1364	0.09139279733
1365	0.09137324045
1366	0.09136910436
1367	0.09136413088
1368	0.09134778742
1369	0.09130586885
1370	0.09128686802
1371	0.09123061333
1372	0.09122419962
1373	0.09121680127
1374	0.09118901798
1375	0.09118116504
1376	0.09117709469
1377	0.09117337317
1378	0.09110444419
1379	0.09105157327
1380	0.09103631647
1381	0.09103424882
1382	0.09102785833
1383	0.09102584926
1384	0.09094718118
1385	0.09092482258
1386	0.09089576754
1387	0.09087429377
1388	0.09086991305
1389	0.09081136051
1390	0.09079889773
1391	0.09075391975
1392	0.0907232568
1393	0.09070498991
1394	0.09070176228
1395	0.09069609935
1396	0.09069249943
1397	0.09067648206
1398	0.09066830237
1399	0.09062717634
1400	0.09058839487
1401	0.09058367367
1402	0.09056340263
1403	0.09053010904
1404	0.09049353818
1405	0.09047071746
1406	0.09042668652
1407	0.09042460652
1408	0.09039740583
1409	0.09035187922
1410	0.09030237634
1411	0.09027310476
1412	0.09026699217
1413	0.09025933393
1414	0.09021637975
1415	0.09020227581
1416	0.09019620008
1417	0.09013044534
1418	0.09008500082
1419	0.09005942427
1420	0.09002023915
1421	0.08998212373
1422	0.08996441002
1423	0.08995304903
1424	0.08994103984
1425	0.08993736606
1426	0.08993432375
1427	0.08988896677
1428	0.0898864299
1429	0.08987786029
1430	0.08986657983
1431	0.08979711734
1432	0.08978613791
1433	0.08975094312
1434	0.08972041096
1435	0.08970901024
1436	0.08969751704
1437	0.08968168684
1438	0.0896690375
1439	0.08962047361
1440	0.08958655276
1441	0.0895753093
1442	0.08956293334
1443	0.08954866957
1444	0.0895382804
1445	0.08950202376
1446	0.08949767853
1447	0.08947145808
1448	0.08943676538
1449	0.08943251456
1450	0.08940773361
1451	0.08939657134
1452	0.08939460305
1453	0.08935153664
1454	0.08934040868
1455	0.08931669848
1456	0.08928914351
1457	0.08928296415
1458	0.08926678222
1459	0.08925936463
1460	0.08924369154
1461	0.08923261515
1462	0.08922757374
1463	0.08922480344
1464	0.08921411937
1465	0.08918428582
1466	0.08916819046
1467	0.08911145815
1468	0.08910905563
1469	0.08907047118
1470	0.08903118487
1471	0.08899414884
1472	0.08896512282
1473	0.08895122157
1474	0.08893279957
1475	0.08891715774
1476	0.08891493046
1477	0.08891243343
1478	0.0888455225
1479	0.08881106292
1480	0.08878832505
1481	0.08876278433
1482	0.08876027277
1483	0.08874790703
1484	0.08873313978
1485	0.08870341398
1486	0.08869969237
1487	0.08867718245
1488	0.08866525144
1489	0.08859056729
1490	0.08857719686
1491	0.08855184423
1492	0.08854121566
1493	0.08853704225
1494	0.0885019013
1495	0.08848118945
1496	0.08847800326
1497	0.08842560809
1498	0.08842305634
1499	0.08841875652
1500	0.08841467209
1501	0.08840268027
1502	0.08838447664
1503	0.0883809151
1504	0.08836898438
1505	0.08836390299
1506	0.08833581404
1507	0.08831406521
1508	0.08827793397
